Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,12.954583492933885,13.00186317574814,12.765465663461809,12.907303810119629,748000,0.0,0
2000-01-04,12.9073082803587,12.9073082803587,12.292674896259813,12.434513092041016,2405000,0.0,0
2000-01-05,12.198114798946891,12.198114798946891,11.630761146545412,11.63076114654541,3892000,0.0,0
2000-01-06,11.819875894129016,11.914435261996033,11.063403656547766,11.394360542297363,2522000,0.0,0
2000-01-07,11.394360371702206,11.819875717163086,11.252521322025277,11.819875717163086,3649000,0.0,0
2000-01-10,11.961712643884868,12.150831357480326,11.583477020263672,11.583477020263672,1537000,0.0,0
2000-01-11,11.7725968895245,11.819876576186248,11.157963668276821,11.29980182647705,3208000,0.0,0
2000-01-12,11.299800713205112,11.867155093679523,11.063403204971594,11.725316047668457,4391000,0.0,0
2000-01-13,11.725317202862751,11.725317202862751,11.157963668276821,11.29980182647705,5917000,0.0,0
2000-01-14,11.347081513138798,11.347081513138798,11.110683981615074,11.29980182647705,2911000,0.0,0
2000-01-17,11.394363409528127,11.394363409528127,10.827008863129183,10.874288558959961,4032000,0.0,0
2000-01-18,10.87428998737352,10.921569689414817,10.637892378952358,10.685172080993652,4131000,0.0,0
2000-01-19,10.543328353656761,10.590608034975048,10.401490211486816,10.401490211486816,4110000,0.0,0
2000-01-20,10.401490739948734,10.779726406141977,10.401490739948734,10.732447624206543,5191000,0.0,0
2000-01-21,10.685170683828284,10.685170683828284,10.259655224666556,10.35421371459961,7049000,0.0,0
2000-01-24,10.354212569056674,10.401492259684987,10.023256538228662,10.117815017700195,4385000,0.0,0
2000-01-25,9.928696191016124,10.354211561702671,9.834136818959111,10.259653091430664,3649000,0.0,0
2000-01-26,10.401493573214218,10.637891154423633,10.30693418001637,10.590611457824707,2681000,0.0,0
2000-01-27,10.590608099660457,11.205242156982422,10.590608099660457,11.205242156982422,3566000,0.0,0
2000-01-28,11.205243256551181,11.488919570460823,10.779726982116697,10.7797269821167,4080000,0.0,0
2000-01-31,10.732448197655097,10.827006668363309,10.448770981960445,10.7797269821167,2737000,0.0,0
2000-02-01,10.874287940517375,10.968847326801148,10.637890376593084,10.827008247375488,1406000,0.0,0
2000-02-02,10.827005605910847,11.299800618411625,10.63788778126752,11.205242156982422,2181000,0.0,0
2000-02-03,11.25252342224121,11.347082806341437,11.11068524787599,11.252523422241211,2974000,0.0,0
2000-02-04,11.15796408325657,11.15796408325657,11.016125017996139,11.110684394836426,3000000,0.0,0
2000-02-07,11.110684394836426,11.110684394836426,11.110684394836426,11.110684394836426,0,0.0,0
2000-02-08,11.110683290399784,11.205242657840575,10.590608573045355,10.732447624206543,2680000,0.0,0
2000-02-09,10.77972585846328,10.77972585846328,10.306930848850243,10.401490211486816,3381000,0.0,0
2000-02-10,10.354207719917119,10.354207719917119,9.834133170140026,9.975972175598145,12673000,0.0,0
2000-02-11,9.975979542296919,10.212377157508763,9.6450225202862,9.881420135498047,9796000,0.0,0
2000-02-14,9.881417054970795,10.306932449340819,9.739578890775807,10.30693244934082,3875000,0.0,0
2000-02-15,10.401492259684987,10.496051640941616,9.975976847600347,10.117815017700195,3212000,0.0,0
2000-02-16,10.165095044170792,10.165095044170792,9.881417792813652,10.070535659790039,2107000,0.0,0
2000-02-17,10.07053594225168,10.212375022801162,9.975977457003843,10.165095329284668,4280000,0.0,0
2000-02-18,10.165097454109327,10.165097454109327,9.83414043209861,9.881420135498047,2988000,0.0,0
2000-02-21,9.645019961244541,9.78685903380974,9.455902099609373,9.455902099609375,3391000,0.0,0
2000-02-22,9.6450210493038,9.69230074549251,8.983108008017448,9.314064979553223,4646000,0.0,0
2000-02-23,9.503183329184399,10.023258209228516,9.172226341396712,10.023258209228516,4238000,0.0,0
2000-02-24,10.023257421399142,10.212375298790883,9.739580154418945,9.739580154418945,3085000,0.0,0
2000-02-25,9.739580919951248,10.11781670446411,9.597741824419993,10.023258209228516,1638000,0.0,0
2000-02-28,9.928699838897483,10.117817750709891,9.83414043209861,9.881420135498047,1768000,0.0,0
2000-02-29,10.023256869384783,10.070535659790037,9.92869748500403,10.070535659790039,1475000,0.0,0
2000-03-01,10.165095329284668,10.259654716317653,10.023257150520337,10.165095329284668,1219000,0.0,0
2000-03-02,10.117815162612702,10.117815162612702,9.834137916564941,9.834137916564941,1542000,0.0,0
2000-03-03,9.786859907313794,9.881418395678434,9.550462333724429,9.59774112701416,2354000,0.0,0
2000-03-06,9.881412877880082,9.881412877880082,9.550457000732422,9.550457000732422,2578000,0.0,0
2000-03-07,9.597739842502758,9.64501953125,9.408621989298847,9.64501953125,2073000,0.0,0
2000-03-08,9.455900424864234,9.786857300448458,9.361341059901617,9.69229793548584,3871000,0.0,0
2000-03-09,9.786858558654785,9.834137345429356,9.692299181535539,9.786858558654785,2445000,0.0,0
2000-03-10,9.834139145308049,10.023257934159727,9.834139145308049,9.928698539733887,2479000,0.0,0
2000-03-13,9.928695446107445,9.975975128588756,9.455900424864234,9.69229793548584,1708000,0.0,0
