Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,11.63047549724579,11.988336509298188,11.33225817680359,11.928692817687988,1828000,0.0,0
2000-01-04,11.928686828452419,12.405833846547225,11.928686828452419,12.286547660827637,3436000,0.0,0
2000-01-05,11.630472749254196,11.809402644199311,9.542951999388059,11.451542854309082,2897000,0.0,0
2000-01-06,11.630472918253954,11.749760275023053,10.556891257766237,10.914751052856445,3984000,0.0,0
2000-01-07,11.03404031897986,11.690118619522032,10.974396630274436,11.511187553405762,2704000,0.0,0
2000-01-10,11.809402140994285,11.988333165923581,11.57082857869704,11.690115928649902,2511000,0.0,0
2000-01-11,11.690115226518055,11.690115226518055,11.272610664367676,11.272610664367676,1297000,0.0,0
2000-01-12,11.21296864377988,11.928690530663097,11.153326101213427,11.749760627746582,3455000,0.0,0
2000-01-13,11.690115928649902,11.809402140994285,11.57082857869704,11.690115928649902,1647000,0.0,0
2000-01-14,11.809402140994285,11.809402140994285,11.332255016399792,11.690115928649902,1652000,0.0,0
2000-01-17,11.749760952287225,11.749760952287225,11.27261263531622,11.332256317138672,1137000,0.0,0
2000-01-18,11.272610664367676,11.272610664367676,11.09368078779375,11.272610664367676,2153000,0.0,0
2000-01-19,11.212971350838268,11.212971350838268,10.974397710149788,11.034041404724121,2474000,0.0,0
2000-01-20,11.093682727457475,11.391899998961124,11.093682727457475,11.332256317138672,2043000,0.0,0
2000-01-21,11.153323896078643,11.272610095235931,10.795463023390063,10.974392890930176,2699000,0.0,0
2000-01-24,10.974394407960272,10.974394407960272,10.735820839058453,10.795464515686035,1231000,0.0,0
2000-01-25,10.735820372163573,10.735820372163573,10.31831579153605,10.556890487670898,2719000,0.0,0
2000-01-26,10.556892638192673,10.735822559134775,10.497248952009075,10.616535186767578,1696000,0.0,0
2000-01-27,10.61653436085079,10.735821723937988,10.4972481353722,10.735821723937988,985000,0.0,0
2000-01-28,11.034038409625545,11.21296830717065,10.855108512080442,10.914751052856445,1753000,0.0,0
2000-01-31,10.616535186767578,10.676178872951176,10.437605265825475,10.616535186767578,1571000,0.0,0
2000-02-01,10.735820372163573,10.795464046197285,10.437603139603475,10.556890487670898,894000,0.0,0
2000-02-02,10.556890810731959,10.795464376559154,10.556890810731959,10.676177024841309,712000,0.0,0
2000-02-03,10.735821137172241,10.735821137172241,10.258673986119113,10.377960205078125,2111000,0.0,0
2000-02-04,10.437601089477539,10.437601089477539,10.318313764840214,10.437601089477539,474000,0.0,0
